ID,原文案,对白,时长(s),角色,场景,Sora 提示词
"178","哼，长得倒是人模狗样，待爷爷割下你的面皮制成面具，也不算浪费你这张脸。","哼，长得倒是人模狗样，待爷爷割下你的面皮制成面具，也不算浪费你这张脸。","9","","请输入环宏伟的盛唐园林景观。白雪覆盖的朱红长廊蜿蜒穿过庭院，廊柱上镶嵌着暗金色的云纹铜饰。院中心是一个半冻结的汉白玉景观池，池畔矗立着形态怪异的太湖石与披满银霜的百年古松。一排排巨大的红色灯笼悬挂在飞檐下，洒下暖橙色的光晕。地面是规整的青石方砖，厚厚的积雪上留有一串孤寂的脚印。高饱和度的红墙与冷蓝色的雪夜形成鲜明视觉对比。境视觉描述...","Shot 1:
duration: 5.0sec
Scene: [MCU, Static] 盛唐园林庭院的冷蓝色雪夜中，飞檐下的红色灯笼洒下暖橙色光晕。一名黑衣人身姿松垮地站立在青石方砖的厚重积雪上，姿态放松且未做防守。黑衣人举起手中长刀，狞笑着伸出舌头舔过冰冷的刀口。刀锋随着手腕微转，折射出冷冽的月光，一道刺眼的光斑瞬间划过黑衣人充满杀意的双眼。画面边缘，楚政模糊的身影冷冷伫立在风雪中。黑衣人呼出的温热白雾在寒冷空气中迅速消散。音效: Metallic shing of the blade, sinister chuckle, cold wind whistling."
"179","我听后没有开口，猛然跨步上前，抢起铁狠狠砸下，同时伴随着凌厉的破空声。","","5","","请输入环宏伟的盛唐园林景观。白雪覆盖的朱红长廊蜿蜒穿过庭院，廊柱上镶嵌着暗金色的云纹铜饰。院中心是一个半冻结的汉白玉景观池，池畔矗立着形态怪异的太湖石与披满银霜的百年古松。一排排巨大的红色灯笼悬挂在飞檐下，洒下暖橙色的光晕。地面是规整的青石方砖，厚厚的积雪上留有一串孤寂的脚印。高饱和度的红墙与冷蓝色的雪夜形成鲜明视觉对比。境视觉描述...","Shot 1:
duration: 2.5sec
Scene: [Smash Cut, Extreme Close-up] 镜头直击地面。盛唐园林景观的青石方砖上铺满厚厚的积雪，红灯笼暖橙色的光晕洒在雪面上。楚政的右脚猛然重踏而下，积雪瞬间向四周炸开，青石方砖如同蜘蛛网般寸寸碎裂，碎石与冰雪碎屑在巨大的冲击力下反推向半空。音效: Explosive stone cracking, crunching snow.

Shot 2:
duration: 4.5sec
Scene: [Fast Tracking Profile Shot] 镜头紧跟楚政侧面快速平移。背景中白雪覆盖的朱红长廊、银霜古松与高饱和度的红墙在冷蓝色的雪夜中急速后退。楚政身形如炮弹般跨步上前，带出模糊的残影，躯体爆发出恐怖的张力。楚政双手紧握重型铁锏，在半空中抡出一个极具力量感的满月轨迹，铁锏撕裂冰冷的空气，卷起地面的雪花形成气旋。音效: Deafening heavy whoosh, wind howling."
"180","竟然是外功高手！黑衣人们瞬间面色大变，做出了跟之前武师同样的反应，提刀想要招架，而结果也同样被我打爆头颅。","","8","","请输入环宏伟的盛唐园林景观。白雪覆盖的朱红长廊蜿蜒穿过庭院，廊柱上镶嵌着暗金色的云纹铜饰。院中心是一个半冻结的汉白玉景观池，池畔矗立着形态怪异的太湖石与披满银霜的百年古松。一排排巨大的红色灯笼悬挂在飞檐下，洒下暖橙色的光晕。地面是规整的青石方砖，厚厚的积雪上留有一串孤寂的脚印。高饱和度的红墙与冷蓝色的雪夜形成鲜明视觉对比。境视觉描述...","Shot 1:
duration: 3.0sec
Scene: [Close-up, Crash Zoom] 镜头极速向前推进，聚焦于黑衣人的面部特写。背景中冷蓝色的雪花在红灯笼的暖橙色光晕中狂舞。黑衣人眼珠暴突，面容因极度惊骇而扭曲，双手极其仓促且无力地举起钢刀护在头顶。空气中弥漫着紧张的压迫感，雪花被他急促的动作激起微小的涡流。音效: Quick gasp, whoosh of fast camera movement.

Shot 2:
duration: 4.5sec
Scene: [Medium Shot, Silhouette Cut, Static] 画面硬切至园林中一面被火光照亮的高饱和红墙，呈现出极具冲击力的剪影。在墙壁的投影中，巨大的铁锏黑影以没有任何停顿的轨迹凌空砸下，瞬间砸断了两把钢刀的轮廓。紧接着，铁锏的黑影重重落在那两个头部的轮廓上。真实世界中，伴随猛烈的撞击，极其大量的鲜血如瀑布般呈放射状喷溅在红墙上，滚烫的血液融化了墙头与地面的积雪，画面最终定格在墙面缓缓流淌的血迹上。音效: Deafening metal shattering sound, heavy meat crushing (Gore/Crush SFX), heavy liquid splatter."
"181","但做完这些我并没有停下，反而赶到了演武场，此时场中已经乱成一片，各处都有人在交手。","","6","","宽阔的汉白玉广场。四周插着绘有金色纹章的红旗，在寒风中猎猎作响。场边陈列着一排排精致的唐代长槊与横刀。地面覆盖着一层薄薄的白雪，中心处有因重击产生的裂纹，场景肃杀，对比度高。","Shot 1:
duration: 8.0sec
Scene: [Wide OTS, Handheld] 昏暗的演武场边缘，前景是楚政宽阔的背影和手中双锏的黑色剪影，完全隐没在绝对的暗处。背景是宽阔的汉白玉广场，地面覆盖着薄薄的白雪，中心散布着重击产生的巨大裂纹。四周绘有金色纹章的红旗在寒风中猎猎作响，火光冲天，光影剧烈摇曳。镜头焦点越过楚政的肩膀，聚集在远处的演武场中央，数道身影正在激烈交手厮杀，长槊与横刀剧烈碰撞并迸发出耀眼的火星，地面的白雪被厮杀产生的气浪不断卷起。楚政如同一只旁观的掠食者般一动不动，身躯的绝对黑暗与前方被火光照亮的生死搏杀形成强烈的空间隔离感，手持摄影的轻微摇晃传递出战场的混乱与大地的震颤。音效: Roaring flames, violent clash of metal weapons, howling winter wind."
"182","其中最显眼的就是家主宋通海，他正被三名黑衣人围攻，但却未见败相。","","5","","宽阔的汉白玉广场。四周插着绘有金色纹章的红旗，在寒风中猎猎作响。场边陈列着一排排精致的唐代长槊与横刀。地面覆盖着一层薄薄的白雪，中心处有因重击产生的裂纹，场景肃杀，对比度高。","Shot 1:
duration: 4.0sec
Scene: [Medium Long Shot, Crash Zoom, High Shutter Speed] 镜头从混乱的战场边缘瞬间快速变焦拉近至汉白玉广场中央的宋通海。广场上覆盖着薄雪，四周火光冲天，绘有金色纹章的红旗在寒风中猎猎作响。宋通海手持长剑，面对三名黑衣人的同时突袭，动作大开大合。他的长剑划出凌厉的轨迹，剑刃反射着火光泛起刺骨的寒芒。每一次挥击都带起强烈的气流，将地面的薄雪卷成一圈向外猛烈扩散的雪雾，强行逼退试图近身的黑衣人。音效: Rapid zoom whoosh, sharp sword swishes, crackling fire.

Shot 2:
duration: 4.5sec
Scene: [Medium Shot, Tracking Shot] 镜头紧跟宋通海的步伐平移。三名黑衣人交错身位再次猛扑，宋通海宛如风暴中的中流砥柱，稳稳踏在满是重击裂纹的汉白玉地面上。他猛然挥出一记势大力沉的横扫，长剑与三柄黑衣人的兵刃瞬间交击。巨大的物理碰撞爆发出刺眼的火花，强悍的力量直接将三名黑衣人震得连连后退，他们的双脚在雪地上犁出深深的摩擦痕迹。宋通海的剑刃在火光中流转出明亮的寒光，构成一道无法逾越的防线。音效: Heavy metal clashing, explosive sparks sizzling, heavy footsteps sliding on snow."
"183","而一旁的大小姐宋绫雪同样醒目，身旁围攻的足有六名黑衣人。","","4","","","Shot 1:
duration: 4.0sec
Scene: [Whip Pan, High Angle] 镜头顺着演武场上一道飞溅的火光急速摇摄，瞬间定格并从上方压迫性俯视宋绫雪。六名黑衣人如同黑色的潮水般向画面中心的宋绫雪步步挤压，形成极具窒息感的向心构图。夜风卷起地面的沙尘，火把的光影在众人身上疯狂摇曳。宋绫雪华丽的衣裙上沾染着斑驳血迹，手中长剑的挥舞轨迹已经散乱，在六把漆黑兵刃的交汇中犹如被群狼围猎的孤燕。黑衣人的刀刃不断切开空气，步步紧逼，榨干她最后的周旋余地。音效: Whoosh of fire, rapid clashing of metal.

Shot 2:
duration: 3.5sec
Scene: [Medium Shot, High Angle] 镜头继续保持俯视，拉近聚焦宋绫雪的动作。她胸口剧烈起伏，疲态尽显，汗水伴随着周围翻滚的热浪滴落在地。两名黑衣人同时从侧方挥刀猛劈，刀风撕裂空气，宋绫雪极为狼狈地横剑死死格挡。兵刃相撞爆发出刺眼的火花，巨大的下压物理冲击力迫使宋绫雪身体猛然下沉，双足在泥地里擦出两道深沟，扬起一片尘土。四周黑压压的人影几乎将她的生存空间完全吞噬。音效: Loud metallic crash, friction of shoes on dirt, heavy breathless panting."
"184","就在宋绫雪快支撑不住时，宋通海硬生生受了宗师一掌，突然回身劈出一道剑气，瞬间斩了一名黑衣人的首级。","","7","","","Shot 1:
duration: 4.0sec
Scene: [Medium Shot, Slow Motion] 狂风卷起战场的飞沙与落叶，光线阴暗惨烈。一名黑衣宗师的重掌狠狠印在宋通海的后背，气劲透体而出，宋通海背部的衣物瞬间爆裂成漫天碎片，空气中荡开一圈肉眼可见的冲击波。宋通海口中喷出猩红的鲜血，血珠在半空缓慢散开。[Speed Ramping]画面瞬间加速，宋通海借着狂暴的掌力向前凌空飞掠并猛然回身，手中长剑撕裂空气，挥出一道刺目的半月形狂暴剑气，剑气将地面犁出深深的沟壑。音效: Heavy muffled impact, fabric tearing, piercing sword slash.

Shot 2:
duration: 3.5sec
Scene: [Fast Tracking Shot, Extreme Wide Shot to Close Up] 镜头紧随那道耀眼的半月形剑气高速平移，跨越数十米的战阵。剑气划破气流，掀起沿途的碎石与尘土。画面瞬间拉近至陷入苦战的宋绫雪身侧，剑气以雷霆万钧之势精准斩中围攻宋绫雪的一名黑衣人的颈部。鲜血冲天而起，该黑衣人的头颅瞬间飞出画面，无头尸体向后喷血砸向地面，强烈的能量波动使周围的空气扭曲。音效: High-speed swoosh, deafening energetic tearing, wet flesh slicing, heavy body falling."
"185","虽然宋绫雪的压力变小了，但宋通海却逐渐落入下风。","","4","","","Shot 1:
duration: 4.5sec
Scene: [Low Angle, Tracking Backward] 镜头贴着满是碎石与尘土的地面，跟随宋通海沉重散乱的步伐向后移动。战场上劲风呼啸，卷起地面的落叶与尘沙。宋通海踉跄着后退，战靴踩碎地面的石块，鲜血从宋通海口中不断滴落，砸在泥土中瞬间化为暗红色的斑点。宋通海双手持剑勉强举起，原本凌厉的剑光此刻变得黯淡无光，剑身随着宋通海剧烈的喘息而上下起伏。音效: Heavy footsteps crunching on rocks, harsh and labored breathing, wind howling.

Shot 2:
duration: 5.0sec
Scene: [Low Angle, Tilt Up] 镜头从宋通海后退的战靴逐渐向上摇起，仰视三名步步紧逼的黑衣人。空气中弥漫着压抑的低气压，微弱的环境光线被黑衣人遮挡。三名黑衣人如同附骨之疽般同时压上，兵器狠狠砸向宋通海，交击处火星四溅。宋通海举剑艰难格挡，巨大的物理冲击力让宋通海身形更加摇晃。黑衣人的身躯在低角度下宛如即将倾覆的大厦，投下的浓重阴影如潮水般向前蔓延，逐渐将宋通海摇摇欲坠的身影完全吞没。音效: Clashing of weapons, deep ominous bass, continuous heavy breathing."
"186","我见状没有选择出手，如今战局还能勉强维持平衡，若是我贸然插足，反而会弄巧成拙。","","6","","","Shot 1:
duration: 4.0sec
Scene: [Extreme CU, Static] 黑暗的角落中，远处的火光在楚政的半张脸上投射出明暗交织的摇曳光影。楚政的眼眸深邃且毫无波澜，眼珠在眼眶中微微转动，犹如冷酷的精密仪器般注视前方。空气中弥漫着死寂的氛围。音效: Dead silence, distant muffled battle sounds.

Shot 2:
duration: 4.5sec
Scene: [Extreme CU, Tilt Down] 镜头缓缓向下摇摄至楚政的手部。原本紧绷握住铁锏的手指一根根缓慢放松，他手腕下压，将沉重的金属铁锏稳稳托住，随后无声无息地搁置在布满沙砾的暗处地面上，铁锏与地面接触时没有激起一丝尘土。音效: Soft cloth rustling, extremely subtle metallic dull thud."
"187","随后我环顾演武场，一个神秘的计划很快在脑中形成。","","4","","","Shot 1:
duration: 6.0sec
Scene: [POV, Pan] 画面边缘带有轻微的暗角（Vignette），模拟楚政的主观视线。镜头快速横摇扫过混乱的演武场，空气中的尘土随着模糊的人群跑动剧烈翻滚，斑驳的光影在尘雾中不断散射与变幻。突然，镜头运动骤停，焦点迅速越过纷乱的战场，死死锁定在画面右下角一处光线昏暗、未被波及的角落——几个装满羽箭的沉重木桶静立在深邃的阴影中，空气中的浮尘在木桶上方缓缓飘落，密集的冰冷金属箭头在微弱的环境光下反射出致命的微光。音效: Crowd chaos echoing faintly, followed by a sudden deep sub-bass hit simulating a heartbeat."
"188","只见我悄悄来到角落的弓箭场，提了一桶羽箭却没有拿弓，反而将箭头一一折断。我并不熟悉射箭，可飞镖却在前世的职业赛中得过奖。","","9","","","Shot 1:
duration: 2.5sec
Scene: [CU, Static] 幽暗的弓箭场角落，光线微弱，空气中悬浮着细微的灰尘，背景被极浅景深虚化。楚政单手迅速探入画面，一把从木桶中抓起数根带有白羽的木质箭矢。手指与粗糙的箭杆剧烈摩擦，瞬间扬起一片微弱的粉尘。音效: Sharp grab, wood scraping.

Shot 2:
duration: 3.5sec
Scene: [ECU, Slow Pan] 镜头紧贴楚政的手部。楚政大拇指猛地发力一搓一按，坚硬的木质箭杆瞬间受力弯曲至极限，木纤维承受不住张力猛然爆裂，细碎的木屑向四周高速飞溅。失去箭杆的锋利精钢箭头齐刷刷地落入楚政的掌心聚拢，金属边缘在微光下闪烁着冰冷的寒芒，宛如一把致命的暗器。音效: Crisp snapping of wood, metallic clinking."
"189","随后我抓起一把箭头，猛然投出了五枚。","","3","","","Shot 1:
duration: 5.0sec
Scene: [Medium Profile, Crash Zoom forward] 黑暗的弓箭场内，微弱的冷月光勉强照亮周遭的尘埃。镜头处于腰部高度，采用高速快门。楚政猛然转身，右臂肌肉在瞬间高高隆起，紧绷如同一张拉满的强弓。他手腕爆发出极致的力量猛然一抖，右臂挥出时带出强烈的动态模糊（Motion Blur）。五枚纯钢箭头瞬间脱手，画面随着楚政挥臂的方向极速前推（Crash Zoom forward）。纯钢箭头以堪比大口径子弹的速度撕裂夜空，在空中化作五道银色的闪电，箭头周围产生强烈的空气扭曲与白色的气流激波特效（VFX），激波边缘卷起地面的尘土向外扩散。音效: Extremely sharp whip crack, sonic boom SFX."
